'object1','object2','at', been-at', 'is-in', 'carry', 'adjacent', 'same-type', 'same-size', 'can-move', 'can-sample', 'can-sample-at'
sample2',bad_sample4',0,0,0,0,0,0,0,0,,0,
sample2',bad_sample5',0,0,0,0,0,0,0,0,0,,
sample2',bad_sample6',0,0,,0,0,,0,0,0,,
sample2',bad_sample7',0,0,0,0,0,0,0,0,0,,
sample2',bad_sample8',0,0,0,,0,,0,0,0,,
sample2',bad_sample9',0,0,0,,0,,0,,0,,
sample2',bad_sample10',0,0,0,0,0,0,0,0,0,0,
sample2',bad_sample11',0,0,,0,0,0,0,0,0,0,
sample2',bad_sample12',,0,0,0,0,0,0,0,0,,
sample2',bad_sample13',,0,0,0,0,0,0,0,0,0,
sample2',bad_sample14',0,0,0,0,0,0,0,0,0,0,
sample2',bad_sample15',0,0,,0,,,,0,0,0,
sample2',bad_sample16',0,,0,0,0,0,0,0,,0,
sample2',bad_sample17',0,0,0,0,0,,,,0,0,
sample2',bad_sample18',0,0,0,0,0,0,0,0,,0,
sample2',bad_sample19',,,0,0,0,0,0,0,,0,
sample2',bad_sample20',0,0,0,0,0,0,0,0,,0,
sample3',waypoint0',0,0,0,,0,0,0,0,0,0,
sample3',waypoint1',0,0,0,,0,,,0,0,0,
sample3',waypoint2',0,0,0,0,0,0,,0,0,0,
sample3',waypoint3',,0,0,,,0,0,,,0,
sample3',waypoint4',0,0,0,0,0,0,0,0,0,0,
sample3',waypoint5',0,,0,0,0,0,0,0,0,0,
sample3',waypoint6',0,0,0,,0,,0,0,0,0,
sample3',waypoint7',0,0,0,0,0,0,,0,0,0,
sample3',waypoint8',0,0,0,0,0,,0,,,,
sample3',waypoint9',0,,0,,0,0,0,0,0,,
sample3',waypoint10',0,0,0,,0,,0,0,0,0,
sample3',waypoint11',0,,0,0,0,0,0,0,,0,
sample3',waypoint12',0,0,0,0,0,0,0,0,0,0,
sample3',waypoint13',0,0,,0,0,0,0,0,,,
sample3',waypoint14',0,0,0,0,0,0,0,,,,
sample3',waypoint15',,0,,0,,0,0,,,0,
sample3',waypoint16',0,0,0,,0,0,0,0,0,0,
sample3',waypoint17',0,0,,0,0,0,0,0,0,0,
sample3',waypoint18',0,0,0,,0,0,0,0,0,0,
sample3',waypoint19',,0,0,,,0,0,,0,0,
sample3',waypoint20',0,0,0,,0,0,,0,0,,
sample3',rover0',0,0,0,0,0,0,0,0,0,0,
sample3',rover1',0,0,,0,0,0,0,,,0,
sample3',rover2',0,,0,0,0,0,0,0,0,0,
sample3',rover3',0,0,0,0,0,0,,0,0,,
sample3',rover4',,0,,0,0,0,0,0,0,0,
sample3',rover5',0,0,,,0,0,,0,0,,
sample3',rover6',0,0,0,0,0,0,0,0,0,,
sample3',rover7',,0,,,0,,0,0,0,0,
sample3',rover8',0,0,0,0,0,,0,,,0,
sample3',rover9',,0,0,0,0,0,0,0,,,
sample3',rover10',,0,0,0,0,,,,0,,
sample3',rover11',,0,0,0,,0,0,0,0,0,
sample3',rover12',,0,0,0,0,,0,,0,0,
sample3',rover13',0,,0,0,0,0,0,0,0,0,
sample3',rover14',,0,0,0,,0,0,0,,0,
sample3',rover15',0,0,0,0,0,0,0,0,0,,
sample3',rover16',,0,0,0,0,0,,0,0,0,
sample3',rover17',0,0,0,0,0,0,0,0,0,0,
sample3',rover18',0,0,,0,0,0,0,0,0,0,
sample3',rover19',0,,0,0,0,,0,0,0,,
sample3',rover20',,,0,0,0,,0,0,0,0,
sample3',sample0',,0,0,0,0,1,1,0,0,0,
sample3',sample1',0,0,,0,0,1,1,0,,0,
sample3',sample2',0,0,0,0,,,1,0,,0,
sample3',sample3',0,0,,0,,,1,0,0,,
sample3',sample4',0,0,0,0,,1,,0,0,0,
sample3',sample5',0,0,0,0,0,,1,0,0,0,
sample3',sample6',0,0,0,0,0,,,0,0,0,
sample3',sample7',0,0,0,0,0,,,,0,0,
sample3',sample8',0,0,0,0,,1,1,0,0,0,
sample3',sample9',0,0,,0,0,1,1,0,0,,
sample3',sample10',,0,,0,0,1,1,0,0,0,
sample3',sample11',,0,,0,0,,1,,0,0,
sample3',sample12',0,,0,0,0,1,,0,0,0,
sample3',sample13',0,0,0,0,0,1,1,0,,0,
sample3',sample14',0,0,0,0,0,1,1,0,0,0,
sample3',sample15',0,0,0,0,0,1,1,0,0,0,
sample3',sample16',0,0,0,,0,1,,0,0,0,
sample3',sample17',0,0,,,0,1,1,0,0,0,
sample3',sample18',0,0,0,0,0,1,1,0,0,0,
sample3',sample19',0,0,0,0,,1,1,,0,0,
sample3',sample20',0,0,0,0,0,1,,,0,0,
sample3',bad_sample0',0,0,0,0,0,0,0,0,0,,
sample3',bad_sample1',0,0,0,0,0,0,0,0,0,0,
sample3',bad_sample2',0,0,0,0,,0,,0,,,
sample3',bad_sample3',0,0,0,0,0,,0,0,0,0,
sample3',bad_sample4',0,,0,,0,0,0,0,0,,
sample3',bad_sample5',0,0,0,0,0,0,0,0,0,,
sample3',bad_sample6',0,0,,0,0,0,0,0,0,,
sample3',bad_sample7',0,0,0,0,0,0,0,,0,0,
sample3',bad_sample8',,,0,0,0,0,,0,0,,
sample3',bad_sample9',0,0,,0,0,0,0,,0,,
sample3',bad_sample10',0,0,0,0,,0,,0,0,0,
sample3',bad_sample11',0,,0,0,0,0,0,0,,,
sample3',bad_sample12',0,0,0,0,0,0,0,0,0,0,
sample3',bad_sample13',0,0,0,0,0,,0,,,0,
sample3',bad_sample14',,0,,0,0,0,0,0,0,0,
sample3',bad_sample15',0,0,0,0,0,0,,0,0,0,
sample3',bad_sample16',,0,0,,0,0,0,0,0,0,
sample3',bad_sample17',0,0,0,0,0,0,0,,0,0,
sample3',bad_sample18',0,0,0,0,0,0,,0,0,0,
sample3',bad_sample19',,,0,0,0,0,0,0,0,,
sample3',bad_sample20',0,0,0,,0,0,,0,0,0,
sample4',waypoint0',,,0,0,0,0,0,0,,,
sample4',waypoint1',0,0,,0,0,0,0,,,0,
sample4',waypoint2',,0,0,0,0,0,0,,0,0,
sample4',waypoint3',0,0,0,0,,0,0,0,0,0,
sample4',waypoint4',0,0,0,0,0,0,0,0,0,0,
sample4',waypoint5',,0,0,0,0,0,0,0,0,0,
sample4',waypoint6',0,0,0,0,,0,0,0,0,0,
sample4',waypoint7',,0,0,,0,0,0,0,0,0,
sample4',waypoint8',,0,0,0,0,0,0,0,0,,
sample4',waypoint9',0,0,0,0,,0,0,0,0,,
sample4',waypoint10',0,0,0,0,,0,0,0,,0,
sample4',waypoint11',0,0,0,0,0,0,0,0,0,,
sample4',waypoint12',0,0,0,,0,0,0,,0,0,
sample4',waypoint13',0,,0,0,0,0,0,0,0,0,
sample4',waypoint14',0,0,0,0,0,0,,0,,0,
sample4',waypoint15',0,0,0,0,0,0,0,0,,0,
sample4',waypoint16',0,0,0,0,0,,0,0,0,0,
sample4',waypoint17',0,0,0,0,0,0,0,0,0,0,
sample4',waypoint18',0,0,,0,0,0,0,0,0,0,
sample4',waypoint19',0,0,0,0,0,0,0,0,,,
sample4',waypoint20',0,0,0,0,,,0,0,,0,
sample4',rover0',0,0,0,0,0,,0,,0,0,
sample4',rover1',0,0,0,0,0,0,0,0,,0,
sample4',rover2',0,0,0,0,0,0,,,0,0,
sample4',rover3',0,0,0,0,0,,0,0,0,0,
sample4',rover4',0,0,0,0,,,0,0,0,0,
sample4',rover5',0,,0,0,0,0,,0,0,0,
sample4',rover6',0,0,0,0,,,0,,,0,
sample4',rover7',0,0,0,0,,0,0,0,,0,
sample4',rover8',0,0,0,0,0,0,0,0,,0,
sample4',rover9',0,0,0,0,0,0,0,0,,0,
sample4',rover10',0,0,0,,0,0,,0,0,,
sample4',rover11',,0,,,,0,,,0,0,
sample4',rover12',0,0,0,0,0,0,,0,0,0,
sample4',rover13',,0,,0,0,,,0,0,0,
sample4',rover14',0,,,,0,0,0,0,0,0,
sample4',rover15',0,0,0,0,0,0,0,0,0,0,
sample4',rover16',0,0,0,,0,0,0,0,0,,
sample4',rover17',0,,0,0,,0,0,0,0,0,
sample4',rover18',0,,0,0,0,0,,0,0,0,
sample4',rover19',0,0,0,0,0,0,0,,0,0,
sample4',rover20',,0,0,0,0,0,0,,0,,
sample4',sample0',0,,0,0,,1,1,0,0,0,
sample4',sample1',0,0,,,0,1,1,0,0,,
sample4',sample2',0,,,,0,,,0,0,0,
sample4',sample3',0,0,,,0,,,0,0,,
sample4',sample4',0,0,,0,0,,1,0,,0,
sample4',sample5',0,0,0,,0,1,1,,0,0,
sample4',sample6',0,0,0,0,0,1,1,,0,0,
sample4',sample7',0,0,0,0,0,1,1,,0,0,
sample4',sample8',0,0,0,,0,1,1,0,,0,
sample4',sample9',0,0,0,,,1,1,0,0,0,
sample4',sample10',0,,0,0,0,1,1,0,0,0,
sample4',sample11',0,0,0,,0,1,1,0,0,0,
sample4',sample12',0,0,0,,0,1,,0,0,0,
sample4',sample13',0,0,0,0,0,,1,0,,0,
sample4',sample14',,0,0,0,0,1,1,,0,0,
sample4',sample15',,0,0,0,,1,,0,0,0,
sample4',sample16',0,0,0,,0,,,0,0,,
sample4',sample17',0,,0,,0,1,1,0,0,0,
sample4',sample18',0,0,0,0,0,,1,0,0,0,
sample4',sample19',,0,0,0,0,1,1,0,,0,
sample4',sample20',0,0,,0,0,1,1,0,0,0,
sample4',bad_sample0',0,0,0,,0,,0,0,0,0,
sample4',bad_sample1',0,0,,,0,,0,0,,0,
sample4',bad_sample2',0,0,0,0,0,0,,0,,0,
sample4',bad_sample3',0,,0,0,0,0,,0,,0,
sample4',bad_sample4',0,0,0,0,0,0,0,0,0,0,
sample4',bad_sample5',0,0,0,0,0,0,0,,,0,
sample4',bad_sample6',0,0,0,0,0,0,0,0,0,0,
sample4',bad_sample7',0,0,0,0,0,0,0,0,0,0,
sample4',bad_sample8',0,0,0,0,0,,0,0,0,,
sample4',bad_sample9',0,0,0,0,0,0,0,0,,0,
sample4',bad_sample10',,0,,0,0,0,0,,0,0,
sample4',bad_sample11',,,,0,0,,0,0,0,0,
sample4',bad_sample12',0,0,,0,,0,,0,0,,
sample4',bad_sample13',0,0,,0,0,0,0,0,0,0,
sample4',bad_sample14',0,0,0,0,0,0,0,,,0,
sample4',bad_sample15',0,0,0,0,0,0,0,0,0,0,
sample4',bad_sample16',,0,0,,0,0,,0,0,,
sample4',bad_sample17',0,,0,0,0,0,,0,0,0,
sample4',bad_sample18',0,0,0,0,0,0,,0,,0,
sample4',bad_sample19',0,0,0,0,0,0,0,0,0,0,
sample4',bad_sample20',,0,0,0,,0,0,0,0,0,
sample5',waypoint0',,0,,0,0,0,0,0,0,0,
sample5',waypoint1',0,0,0,,0,0,0,0,0,,
sample5',waypoint2',0,0,,0,0,0,0,0,,0,
sample5',waypoint3',0,,0,,,0,,0,,0,
sample5',waypoint4',0,0,0,,0,0,0,0,0,0,
sample5',waypoint5',0,,0,0,0,0,0,0,0,0,
sample5',waypoint6',0,,0,0,0,0,,0,0,0,
sample5',waypoint7',0,0,0,,0,0,0,0,,0,
sample5',waypoint8',0,0,0,0,0,0,0,,0,,
sample5',waypoint9',0,0,,,0,,,0,,,
sample5',waypoint10',0,0,0,0,0,0,0,0,0,,
sample5',waypoint11',0,0,0,0,0,0,,0,0,0,
sample5',waypoint12',,0,0,0,0,0,0,0,0,,
sample5',waypoint13',0,0,0,0,0,0,0,0,0,0,
sample5',waypoint14',0,,0,0,0,,,0,0,,
sample5',waypoint15',0,0,0,0,0,0,0,0,0,0,
sample5',waypoint16',0,0,0,0,0,0,0,,0,0,
sample5',waypoint17',0,0,0,,0,0,,0,0,0,
sample5',waypoint18',0,0,0,0,0,0,0,0,,0,
sample5',waypoint19',0,0,0,,0,,0,,0,0,
sample5',waypoint20',0,0,0,0,0,,0,0,0,0,
sample5',rover0',0,0,0,0,,0,0,0,0,0,
sample5',rover1',0,0,0,0,,,0,,0,0,
sample5',rover2',0,0,,0,0,0,0,0,0,0,
sample5',rover3',0,0,0,0,0,0,,0,0,0,
sample5',rover4',0,0,0,,0,0,0,0,0,0,
sample5',rover5',0,0,,0,0,0,0,0,,,
sample5',rover6',0,0,0,0,0,0,0,0,0,0,
sample5',rover7',0,,0,0,0,0,,0,0,0,
sample5',rover8',0,0,0,0,0,,0,0,,0,
sample5',rover9',0,0,0,0,0,0,0,0,0,,
sample5',rover10',0,0,0,0,0,0,0,0,0,0,
sample5',rover11',0,0,0,0,0,0,0,0,0,0,
sample5',rover12',0,0,0,0,,0,0,0,0,0,
sample5',rover13',,,,0,0,0,0,0,0,0,
sample5',rover14',0,0,,0,0,0,,,0,0,
sample5',rover15',0,0,,0,0,0,0,0,,0,
sample5',rover16',,0,0,0,0,0,0,0,0,0,
sample5',rover17',0,0,0,0,,0,0,0,0,0,
sample5',rover18',0,0,0,0,0,0,0,,0,0,
sample5',rover19',0,0,0,0,,0,0,0,0,0,
sample5',rover20',0,0,0,0,0,0,0,0,0,0,
sample5',sample0',0,0,0,0,0,1,1,,0,0,
sample5',sample1',,,0,0,,1,1,,0,0,
sample5',sample2',0,0,0,0,0,1,,0,,0,
sample5',sample3',0,0,,,,1,1,0,,0,
sample5',sample4',0,0,0,0,0,1,1,0,0,0,
sample5',sample5',0,0,0,0,0,1,1,,0,0,
sample5',sample6',0,0,0,0,0,1,,0,0,0,
sample5',sample7',,0,0,0,0,,,0,0,0,
sample5',sample8',0,0,,,0,1,1,,0,0,
sample5',sample9',0,0,0,0,0,1,1,0,0,0,
sample5',sample10',,0,,0,0,1,1,0,0,0,
sample5',sample11',,0,0,0,,1,1,0,,0,
sample5',sample12',0,,0,0,0,,1,0,0,0,
sample5',sample13',0,0,0,0,0,1,1,0,0,,
sample5',sample14',,0,0,0,,1,1,0,0,0,
sample5',sample15',0,0,0,0,,,,0,0,0,
sample5',sample16',0,,0,0,0,1,,0,0,0,
sample5',sample17',0,0,,0,0,1,1,0,0,0,
sample5',sample18',0,0,0,0,0,1,,0,0,0,
sample5',sample19',,0,0,0,0,1,1,0,0,,
sample5',sample20',0,0,,0,0,1,1,,,0,
sample5',bad_sample0',0,,0,0,0,0,0,0,,0,
sample5',bad_sample1',,0,0,,0,,0,0,0,0,
sample5',bad_sample2',0,,,0,0,0,0,0,0,0,
sample5',bad_sample3',0,,0,,0,0,0,0,0,,
sample5',bad_sample4',,0,,,0,0,0,0,0,0,
sample5',bad_sample5',0,,0,0,0,,0,0,0,0,
sample5',bad_sample6',0,0,0,,0,0,0,0,0,0,
sample5',bad_sample7',0,0,,0,0,0,0,0,0,0,
sample5',bad_sample8',0,0,,,0,0,0,0,0,0,
sample5',bad_sample9',,0,,0,,0,,0,0,0,
sample5',bad_sample10',0,0,0,0,0,0,0,0,0,0,
sample5',bad_sample11',,0,0,0,0,0,0,,,0,
sample5',bad_sample12',0,0,0,,0,0,0,,0,,
sample5',bad_sample13',0,,0,,0,0,0,0,0,0,
sample5',bad_sample14',,0,0,,0,,0,0,0,0,
sample5',bad_sample15',0,0,,0,0,0,0,0,0,0,
sample5',bad_sample16',0,,0,,0,0,,0,,0,
sample5',bad_sample17',,0,0,,0,,0,0,,0,
sample5',bad_sample18',0,0,0,0,0,0,0,,0,0,
sample5',bad_sample19',0,0,0,0,0,0,0,0,0,0,
sample5',bad_sample20',,0,0,0,0,,0,0,0,,
sample6',waypoint0',,0,0,0,0,0,0,0,0,0,
sample6',waypoint1',0,0,0,0,0,0,,0,0,0,
sample6',waypoint2',0,0,0,0,,0,0,,,0,
sample6',waypoint3',0,0,,0,0,0,0,0,,0,
sample6',waypoint4',0,0,0,0,0,0,0,0,,0,
sample6',waypoint5',0,0,0,0,,0,,0,,0,
sample6',waypoint6',0,,0,0,0,,0,0,,0,
sample6',waypoint7',0,0,0,0,,,0,0,0,,
sample6',waypoint8',,0,0,0,0,0,0,0,0,,
sample6',waypoint9',0,,0,0,0,0,0,0,0,,
sample6',waypoint10',0,0,0,,,0,0,0,0,0,
sample6',waypoint11',0,0,0,0,0,0,0,0,0,0,
sample6',waypoint12',,0,0,,0,0,,0,0,,
sample6',waypoint13',0,0,0,0,0,0,0,,,0,
sample6',waypoint14',0,0,0,0,0,0,0,0,0,0,
sample6',waypoint15',0,0,0,,0,0,0,0,0,0,
sample6',waypoint16',0,0,0,0,0,0,0,,,0,
sample6',waypoint17',0,,0,,0,0,,,0,0,
sample6',waypoint18',0,0,0,0,0,0,0,,0,0,
sample6',waypoint19',0,,0,,0,0,0,0,,0,
sample6',waypoint20',0,0,0,,,,,0,0,0,
sample6',rover0',0,,0,0,0,0,0,,0,0,
sample6',rover1',0,0,,0,0,,,0,,0,
sample6',rover2',,0,0,0,0,,,0,0,0,
sample6',rover3',0,0,0,0,0,,0,0,0,0,
sample6',rover4',0,0,,0,0,0,0,0,0,0,
sample6',rover5',0,0,0,,,0,0,0,0,,
sample6',rover6',0,0,0,0,,0,0,,0,0,
sample6',rover7',0,0,,0,,0,0,,0,0,
sample6',rover8',0,0,0,,0,,0,,0,0,
sample6',rover9',0,,,0,0,0,0,0,0,,
sample6',rover10',,0,0,0,0,,0,0,0,0,
sample6',rover11',0,0,,,0,0,0,,0,0,
sample6',rover12',0,0,0,0,0,0,,0,0,0,
sample6',rover13',0,0,0,,0,0,,0,0,0,
sample6',rover14',0,0,0,,0,0,0,0,0,,
sample6',rover15',0,0,,,0,0,0,0,0,,
sample6',rover16',0,0,,0,,0,0,0,0,0,
sample6',rover17',0,0,,0,0,0,,0,0,,
sample6',rover18',0,0,,,0,,0,,0,,
sample6',rover19',0,0,0,0,0,,,0,0,0,
sample6',rover20',0,0,0,0,0,0,,0,0,,
sample6',sample0',0,0,0,0,0,,1,,0,0,
sample6',sample1',0,,0,0,0,1,,0,0,0,
sample6',sample2',0,0,,0,0,1,1,,0,0,
sample6',sample3',0,0,0,0,0,1,1,0,0,0,
sample6',sample4',0,0,0,0,0,1,,,,,
sample6',sample5',0,,,0,0,,1,0,0,0,
sample6',sample6',0,0,0,0,0,1,1,0,0,0,
sample6',sample7',0,0,0,0,0,1,1,0,0,0,
sample6',sample8',0,0,0,0,,,,0,,0,
sample6',sample9',0,0,0,,0,1,1,0,,0,
sample6',sample10',0,0,0,0,0,1,,0,,0,
sample6',sample11',0,,0,0,0,1,1,0,0,,
sample6',sample12',0,0,0,0,0,1,1,0,0,,
sample6',sample13',0,0,,0,0,1,1,0,0,,
sample6',sample14',0,0,0,0,0,1,1,0,0,0,
sample6',sample15',0,0,0,0,0,1,1,,,,
sample6',sample16',,,0,0,0,,1,0,0,0,
sample6',sample17',0,0,0,,0,1,1,0,0,0,
sample6',sample18',0,0,0,0,0,1,1,0,,0,
sample6',sample19',0,,0,0,0,1,1,0,0,0,
sample6',sample20',0,0,0,0,0,,,0,0,0,
sample6',bad_sample0',0,0,0,0,0,0,0,0,0,,
sample6',bad_sample1',0,0,0,,0,0,0,0,0,0,
sample6',bad_sample2',0,0,0,0,0,,0,,,0,
sample6',bad_sample3',0,0,0,,0,0,0,0,0,,
sample6',bad_sample4',0,0,0,0,0,0,,,0,0,
sample6',bad_sample5',0,0,,0,0,0,0,0,0,0,
sample6',bad_sample6',0,0,0,0,0,0,0,0,,0,
sample6',bad_sample7',0,0,0,0,0,0,,0,0,0,
sample6',bad_sample8',0,0,0,0,0,0,0,0,0,0,
sample6',bad_sample9',,0,,0,0,0,0,,0,0,
sample6',bad_sample10',0,0,0,,0,,0,0,0,,
sample6',bad_sample11',0,0,0,0,0,,0,0,0,0,
sample6',bad_sample12',0,0,0,0,,0,,0,0,,
sample6',bad_sample13',0,,0,0,0,0,0,0,0,0,
sample6',bad_sample14',0,0,0,0,0,,0,0,0,0,
sample6',bad_sample15',0,0,0,0,0,0,,,0,0,
sample6',bad_sample16',0,,0,0,0,0,0,0,,,
sample6',bad_sample17',,0,0,0,0,0,0,0,0,0,
sample6',bad_sample18',0,0,0,,0,0,0,0,,0,
sample6',bad_sample19',0,0,0,,0,,0,0,0,,
sample6',bad_sample20',0,0,0,,0,0,0,0,0,0,
sample7',waypoint0',0,0,0,0,0,0,0,0,0,0,
sample7',waypoint1',0,0,0,0,0,0,,0,0,0,
sample7',waypoint2',,0,,0,0,0,,0,0,0,
sample7',waypoint3',0,0,0,0,0,0,0,0,0,0,
sample7',waypoint4',0,,0,0,0,0,0,,0,0,
sample7',waypoint5',0,0,0,,0,0,0,0,0,0,
sample7',waypoint6',,0,0,0,0,0,0,0,,,
sample7',waypoint7',0,0,0,0,0,,0,0,,0,
sample7',waypoint8',0,0,0,0,0,0,0,0,0,0,
sample7',waypoint9',0,0,0,0,0,0,0,0,,0,
sample7',waypoint10',0,0,0,0,0,0,,0,,0,
sample7',waypoint11',0,,0,0,0,0,0,0,0,0,
sample7',waypoint12',0,,0,0,0,,0,,0,0,
sample7',waypoint13',,0,0,0,,0,0,0,0,0,
sample7',waypoint14',,0,0,0,0,,,0,,0,
sample7',waypoint15',0,0,0,0,0,0,,0,,,
sample7',waypoint16',0,0,0,0,,,0,0,0,0,
sample7',waypoint17',0,0,0,0,0,0,0,0,0,,
sample7',waypoint18',0,0,0,0,0,0,,0,0,,
sample7',waypoint19',0,0,,0,,0,0,0,0,0,
sample7',waypoint20',0,0,0,0,0,,0,0,0,0,
sample7',rover0',,0,0,0,0,0,,0,0,0,
sample7',rover1',0,,0,0,0,,0,0,0,0,
sample7',rover2',,,0,0,0,0,0,,0,,
sample7',rover3',0,0,0,0,,0,0,0,0,0,
sample7',rover4',0,0,0,0,0,0,0,0,,0,
sample7',rover5',,0,,0,,0,0,0,0,0,
sample7',rover6',0,0,0,0,,,0,0,0,0,
sample7',rover7',0,0,,0,0,0,,0,0,0,
sample7',rover8',0,0,0,0,,0,0,0,0,0,
sample7',rover9',0,,0,,0,0,0,0,0,0,
sample7',rover10',,0,0,,0,0,0,0,0,0,
sample7',rover11',,0,0,,0,0,0,0,,0,
sample7',rover12',,0,,0,0,0,0,0,0,0,
sample7',rover13',,0,,0,0,0,0,0,0,0,
sample7',rover14',0,0,,0,0,0,,0,0,,
sample7',rover15',0,0,0,0,0,0,0,0,0,0,
sample7',rover16',0,,0,0,,0,0,0,0,0,
sample7',rover17',0,0,0,0,0,0,0,0,0,0,
sample7',rover18',0,,0,,0,0,,0,0,0,
sample7',rover19',0,0,0,0,0,,,0,,0,
sample7',rover20',0,,0,0,0,0,0,0,0,0,
sample7',sample0',0,0,0,,,,,0,0,0,
sample7',sample1',0,0,0,0,0,,1,0,0,0,
sample7',sample2',0,0,,0,0,1,1,0,0,0,
sample7',sample3',0,0,0,0,0,1,1,0,,,
sample7',sample4',0,0,0,0,,1,1,0,0,,
sample7',sample5',,0,0,,0,1,1,,0,0,
sample7',sample6',0,0,0,0,0,,1,,0,0,
sample7',sample7',0,0,0,,,1,1,0,0,0,
sample7',sample8',0,0,0,0,0,1,,0,0,0,
sample7',sample9',0,0,0,0,0,,,0,0,0,
sample7',sample10',0,,0,0,0,1,1,0,0,0,
sample7',sample11',,,,0,0,,1,0,0,,
sample7',sample12',0,0,,,0,1,,0,0,0,
sample7',sample13',0,,0,0,0,,1,0,,0,
sample7',sample14',0,,0,0,0,1,1,,0,0,
sample7',sample15',0,0,0,0,0,1,,0,0,,
sample7',sample16',0,0,0,,0,1,1,0,0,0,
sample7',sample17',0,0,0,0,0,1,1,0,0,0,
sample7',sample18',0,0,0,0,0,1,1,0,,0,
sample7',sample19',0,0,,0,0,1,1,0,,,
sample7',sample20',0,0,0,0,0,1,1,0,,0,
sample7',bad_sample0',,0,0,0,0,0,,0,0,0,
sample7',bad_sample1',0,0,0,0,0,0,0,0,0,0,
sample7',bad_sample2',0,,,0,0,0,,,0,0,
sample7',bad_sample3',0,0,,0,0,0,0,0,0,0,
sample7',bad_sample4',0,,,0,0,0,,,0,0,
sample7',bad_sample5',0,0,0,0,0,0,0,0,0,0,
sample7',bad_sample6',0,,0,0,0,0,0,,,,
sample7',bad_sample7',0,0,0,0,0,0,0,,0,0,
sample7',bad_sample8',0,0,0,,0,,0,0,0,0,
sample7',bad_sample9',0,0,0,0,0,,0,,0,0,
sample7',bad_sample10',0,0,0,,0,0,0,0,0,,
sample7',bad_sample11',0,0,0,0,0,0,,,0,0,
sample7',bad_sample12',0,0,,0,0,0,0,0,0,0,
sample7',bad_sample13',0,0,0,0,0,0,0,0,0,0,
sample7',bad_sample14',0,0,0,0,,0,0,0,0,0,
sample7',bad_sample15',,0,0,,,0,,0,0,0,
sample7',bad_sample16',0,0,0,0,0,0,,0,0,,
sample7',bad_sample17',0,,0,0,0,0,0,,,0,
sample7',bad_sample18',0,0,0,0,0,0,0,0,0,0,
sample7',bad_sample19',0,0,0,0,0,0,0,0,0,0,
sample7',bad_sample20',,0,0,0,0,0,,0,0,0,
sample8',waypoint0',0,0,,,0,0,0,,0,0,
sample8',waypoint1',0,0,0,0,0,0,0,0,0,0,
sample8',waypoint2',0,,0,0,0,,,0,0,0,
sample8',waypoint3',0,,,0,,0,0,0,0,0,
sample8',waypoint4',0,0,0,0,,0,0,0,0,0,
sample8',waypoint5',0,0,,,0,0,0,0,0,0,
sample8',waypoint6',0,0,0,,0,0,0,0,,0,
sample8',waypoint7',0,0,0,0,0,0,0,0,,0,
sample8',waypoint8',0,0,,0,0,,0,0,0,0,
sample8',waypoint9',0,,0,0,0,0,0,0,,0,
sample8',waypoint10',0,0,0,0,0,0,0,,,,
sample8',waypoint11',0,0,0,0,0,0,0,0,0,0,
sample8',waypoint12',0,,0,0,0,0,,0,0,0,
sample8',waypoint13',0,0,0,0,0,0,0,0,0,0,
sample8',waypoint14',0,,0,,0,,0,0,0,0,
sample8',waypoint15',0,0,0,0,0,0,0,0,0,0,
sample8',waypoint16',0,0,0,0,0,0,0,0,0,,
sample8',waypoint17',0,0,,0,0,,0,0,,0,
sample8',waypoint18',,0,0,0,,0,,0,0,0,
sample8',waypoint19',0,,0,,,0,,0,0,0,
sample8',waypoint20',0,0,0,,0,0,0,0,,0,
sample8',rover0',0,,0,0,0,0,0,,0,0,
sample8',rover1',0,0,0,,0,0,,0,0,0,
sample8',rover2',0,0,,0,0,0,,0,0,0,
sample8',rover3',,0,,0,,0,,0,0,0,
sample8',rover4',,0,0,0,0,0,,0,0,0,
sample8',rover5',0,,0,,0,0,0,,0,0,
sample8',rover6',0,0,0,0,,0,0,,0,0,
sample8',rover7',0,0,0,0,0,,0,,0,0,
sample8',rover8',0,0,0,0,0,0,0,0,0,0,
sample8',rover9',0,,0,0,,0,0,0,0,0,
sample8',rover10',0,,0,0,0,0,,0,0,0,
sample8',rover11',,0,0,0,0,,,0,0,0,
sample8',rover12',0,0,0,,,0,0,,,0,
sample8',rover13',0,0,0,0,,0,0,,0,0,
sample8',rover14',0,0,0,0,0,,0,0,0,0,
sample8',rover15',0,0,,,0,0,,0,0,0,
sample8',rover16',0,0,0,0,0,0,0,0,0,0,
sample8',rover17',0,0,0,,0,0,0,0,0,0,
sample8',rover18',,,,0,,0,,0,0,,
sample8',rover19',0,,0,0,0,0,,0,0,0,
sample8',rover20',,0,0,0,0,0,,0,0,0,
sample8',sample0',,0,0,,0,1,1,0,,0,
sample8',sample1',,0,0,0,0,1,,0,0,0,
sample8',sample2',0,0,0,0,0,1,1,0,0,0,
sample8',sample3',,0,,0,0,1,1,0,0,0,
sample8',sample4',0,,,0,,,1,0,0,,
sample8',sample5',0,0,0,0,0,1,1,0,,0,
sample8',sample6',,0,0,0,0,1,1,0,0,0,
sample8',sample7',0,0,0,0,0,1,1,0,0,0,
sample8',sample8',0,0,0,0,0,1,1,0,0,0,
sample8',sample9',0,0,0,0,,1,1,,0,0,
sample8',sample10',0,0,0,0,,1,1,0,0,0,
sample8',sample11',0,0,0,0,0,1,1,0,0,0,
sample8',sample12',0,0,0,0,,1,1,0,0,0,
